origin_city,origin_country,origin_station,destination_city,destination_country,destination_station,operator_name,duration,trip_count,frequency_bucket,transport_type,frequency_daily,frequency_label
St Bernards Walk,GB,St Bernards Walk,Transport Museum,GB,Transport Museum,National Express,00:28,,,bus,64.0,Very High (36+)
St Bernards Walk,GB,St Bernards Walk,Wood End Health Centre,GB,Wood End Health Centre,National Express,00:45,,,bus,195.0,Very High (36+)
St Cuthberts Place,GB,St Cuthberts Place,Chelmsley Interchange,GB,Chelmsley Interchange,National Express,00:22,,,bus,2.0,Very Low (0-5)
St Francis College,GB,St Francis College,Bloxwich Industrial Estate,GB,Bloxwich Industrial Estate,National Express,00:39,,,bus,1.0,Very Low (0-5)
St Francis College,GB,St Francis College,Old Square,GB,Old Square,National Express,00:50,,,bus,1.0,Very Low (0-5)
St Francis College,GB,St Francis College,Walsall,GB,Walsall Bus Station,National Express,00:29,,,bus,1.0,Very Low (0-5)
St Helens Central,GB,St Helens Central Station,Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,National Express,04:30,,,bus,1.0,Very Low (0-5)
St James Rd,GB,St James Rd,Acocks Green Village,GB,Acocks Green Village,National Express,00:29,,,bus,123.0,Very High (36+)
St Lawrence's Road,GB,St Lawrence's Road,Sainsbury's,GB,Sainsbury's,National Express,00:16,,,bus,44.0,Very High (36+)
St Margaret's,GB,St Margaret's Bus Station,,GB,Bus Station,National Express,01:13,,,bus,22.0,Average (16-25)
St Margaret's,GB,St Margaret's Bus Station,Cheltenham Racecourse (Gloucs Warwicks Railway),GB,Cheltenham Racecourse (Gloucs Warwicks Railway),National Express,02:38,,,bus,4.0,Very Low (0-5)
St Margaret's,GB,St Margaret's Bus Station,Dyer Street,GB,Dyer Street,National Express,03:15,,,bus,2.0,Very Low (0-5)
St Margaret's,GB,St Margaret's Bus Station,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,02:55,,,bus,29.0,High (26-35)
St Margaret's,GB,St Margaret's Bus Station,Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,National Express,03:00,,,bus,1.0,Very Low (0-5)
St Margaret's,GB,St Margaret's Bus Station,Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,National Express,02:42,,,bus,2.0,Very Low (0-5)
St Pauls RC School,GB,St Pauls RC School,Steelhouse Lane,GB,Steelhouse Lane,National Express,00:18,,,bus,2.0,Very Low (0-5)
St Peters School,GB,St Peters School,Dale House,GB,Dale House,National Express,01:03,,,bus,1.0,Very Low (0-5)
St Peters School,GB,St Peters School,Swan Shopping Centre,GB,Swan Shopping Centre,National Express,00:38,,,bus,1.0,Very Low (0-5)
St. Benedict's Church,GB,St. Benedict's Church,Merry Hill,GB,Merry Hill Bus Station,National Express,00:42,,,bus,55.0,Very High (36+)
Stafford Rd,GB,Stafford Rd,Castlecroft Road,GB,Castlecroft Road,National Express,00:42,,,bus,147.0,Very High (36+)
Star City Terminus,GB,Star City Terminus,Dale End,GB,Dale End,National Express,00:18,,,bus,44.0,Very High (36+)
Station Bridge,GB,Station Bridge,Garage,GB,Bus Garage,National Express,00:55,,,bus,350.0,Very High (36+)
Station Bridge,GB,Station Bridge,Shirley Road,GB,Shirley Road,National Express,00:40,,,bus,8.0,Low (6-15)
Stonebridge Highway,GB,Stonebridge Highway,Hospital Interchange,GB,Hospital Interchange,National Express,00:37,,,bus,1.0,Very Low (0-5)
Stourbridge Interchange,GB,Stourbridge Interchange,Colmore Row,GB,Colmore Row,National Express,01:06,,,bus,172.0,Very High (36+)
Stourbridge Interchange,GB,Stourbridge Interchange,Dorset Rd,GB,Dorset Rd,National Express,00:08,,,bus,3.0,Very Low (0-5)
Stourbridge Interchange,GB,Stourbridge Interchange,Evolve Campus,GB,Evolve Campus,National Express,00:35,,,bus,185.0,Very High (36+)
Stourbridge Interchange,GB,Stourbridge Interchange,Halesowen,GB,Halesowen Bus Station,National Express,00:29,,,bus,1.0,Very Low (0-5)
Stourbridge Interchange,GB,Stourbridge Interchange,Wolverhampton,GB,Wolverhampton Bus Station,National Express,00:58,,,bus,139.0,Very High (36+)
Stratford City,GB,Stratford City Bus Station,Coach,GB,Coach Station,National Express,00:49,,,bus,14.0,Low (6-15)
Stratford-upon-Avon Leisure Centre Coach Park,GB,Stratford-upon-Avon Leisure Centre Coach Park,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,03:40,,,bus,3.0,Very Low (0-5)
Sumner Road,GB,Sumner Road,Dale End,GB,Dale End,National Express,00:54,,,bus,2.0,Very Low (0-5)
Sunderland Interchange,GB,Sunderland Interchange,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,07:15,,,bus,1.0,Very Low (0-5)
Sutton Street,GB,Sutton Street,,GB,Bus Station,National Express,03:05,,,bus,2.0,Very Low (0-5)
Swan Shopping Centre,GB,Swan Shopping Centre,Solihull Station Interchange,GB,Solihull Station Interchange,National Express,00:27,,,bus,1.0,Very Low (0-5)
Swan Shopping Centre,GB,Swan Shopping Centre,St Peters School,GB,St Peters School,National Express,00:37,,,bus,2.0,Very Low (0-5)
Swansea Stand A,GB,Swansea Bus Station Stand A,Victoria Coach,GB,Victoria Coach Station,National Express,05:51,,,bus,3.0,Very Low (0-5)
Swansea Stand B,GB,Swansea Bus Station Stand B,Birmingham Coach,GB,Birmingham Coach Station,National Express,04:07,,,bus,16.0,Average (16-25)
Swansea Stand B,GB,Swansea Bus Station Stand B,,GB,Bus Station,National Express,02:16,,,bus,8.0,Low (6-15)
Swansea Stand B,GB,Swansea Bus Station Stand B,Heathrow 4,GB,Heathrow Terminal 4,National Express,05:18,,,bus,9.0,Low (6-15)
Swansea Stand B,GB,Swansea Bus Station Stand B,Heathrow 5,GB,Heathrow Terminal 5,National Express,05:10,,,bus,4.0,Very Low (0-5)
Swansea Stand B,GB,Swansea Bus Station Stand B,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,05:06,,,bus,19.0,Average (16-25)
Swansea Stand B,GB,Swansea Bus Station Stand B,South,FR,South Terminal Bus Station,National Express,05:51,,,bus,25.0,Average (16-25)
Swansea Stand B,GB,Swansea Bus Station Stand B,Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,National Express,04:35,,,bus,1.0,Very Low (0-5)
Swansea Stand B,GB,Swansea Bus Station Stand B,Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,National Express,04:56,,,bus,3.0,Very Low (0-5)
Tanyard Farm Terminus,GB,Tanyard Farm Terminus,Pool Meadow,GB,Pool Meadow Bus Station,National Express,00:29,,,bus,209.0,Very High (36+)
Temp,GB,Temp Bus Station,Gloucester Green,GB,Gloucester Green Bus Station,National Express,03:21,,,bus,15.0,Low (6-15)
Tesco,GB,Tesco,Gloucester Green,GB,Gloucester Green Bus Station,National Express,03:01,,,bus,15.0,Low (6-15)
Tesco,GB,Tesco,Walsall,GB,Walsall Bus Station,National Express,00:33,,,bus,1.0,Very Low (0-5)
The Baldwin,GB,The Baldwin,Moor St,GB,Moor St Station,National Express,00:28,,,bus,7.0,Low (6-15)
The Beggars Bush,GB,The Beggars Bush,Bishop Walsh School,GB,Bishop Walsh School,National Express,00:38,,,bus,1.0,Very Low (0-5)
The Black Horse,GB,The Black Horse,Century Drive,GB,Century Drive,National Express,00:49,,,bus,1.0,Very Low (0-5)
The Black Lion,GB,The Black Lion,Birmingham Coach,GB,Birmingham Coach Station,National Express,05:40,,,bus,3.0,Very Low (0-5)
The Black Lion,GB,The Black Lion,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,06:37,,,bus,3.0,Very Low (0-5)
The Chilterns,GB,The Chilterns,Cardinal Wiseman School,GB,Cardinal Wiseman School,National Express,00:46,,,bus,1.0,Very Low (0-5)
The Chilterns,GB,The Chilterns,Cross Point,GB,Cross Point,National Express,00:49,,,bus,117.0,Very High (36+)
The Chilterns,GB,The Chilterns,Pool Meadow,GB,Pool Meadow Bus Station,National Express,00:15,,,bus,5.0,Very Low (0-5)
The Crescent,GB,The Crescent Bus Station,,GB,Bus Station,National Express,00:40,,,bus,1.0,Very Low (0-5)
The Crescent,GB,The Crescent Bus Station,Clifton Road,GB,Clifton Road,National Express,00:51,,,bus,2.0,Very Low (0-5)
The Galleria,GB,The Galleria,Coach,GB,Coach Station,National Express,01:07,,,bus,17.0,Average (16-25)
The Galleria,GB,The Galleria,Gloucester Green,GB,Gloucester Green Bus Station,National Express,02:45,,,bus,14.0,Low (6-15)
The Hard Interchange,FR,The Hard Interchange,Bournemouth,FR,Bournemouth Station,National Express,01:51,,,bus,13.0,Low (6-15)
The Hard Interchange,FR,The Hard Interchange,Silverstone Race Circuit,GB,Silverstone Race Circuit,National Express,03:22,,,bus,2.0,Very Low (0-5)
The Hard Interchange,FR,The Hard Interchange,South,FR,South Terminal Bus Station,National Express,01:53,,,bus,11.0,Low (6-15)
The Hard Interchange,FR,The Hard Interchange,Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,National Express,03:45,,,bus,1.0,Very Low (0-5)
The Hard Interchange,FR,The Hard Interchange,Varsity Drive,GB,Varsity Drive,National Express,03:00,,,bus,4.0,Very Low (0-5)
The Hard Interchange,FR,The Hard Interchange,Victoria Coach,GB,Victoria Coach Station,National Express,03:05,,,bus,6.0,Low (6-15)
The Hard Interchange,FR,The Hard Interchange,Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,National Express,03:09,,,bus,5.0,Very Low (0-5)
The Leverretts,GB,The Leverretts,Colmore Row,GB,Colmore Row,National Express,00:33,,,bus,188.0,Very High (36+)
The Mal,GB,The Mal,Walsall,GB,Walsall Bus Station,National Express,00:42,,,bus,74.0,Very High (36+)
The Park View Centre,GB,The Park View Centre,Walsall,GB,Walsall Bus Station,National Express,00:25,,,bus,13.0,Low (6-15)
The Royal Talbot,FR,The Royal Talbot,,GB,Bus Station,National Express,02:15,,,bus,7.0,Low (6-15)
The Rushes,GB,The Rushes,Huddersfield,GB,Huddersfield Bus Station,National Express,04:02,,,bus,2.0,Very Low (0-5)
The Square Peg,GB,The Square Peg,Bartley Green War Memorial,GB,Bartley Green War Memorial,National Express,00:45,,,bus,510.0,Very High (36+)
The Square Peg,GB,The Square Peg,Becket Close,GB,Becket Close,National Express,00:41,,,bus,23.0,Average (16-25)
The Square Peg,GB,The Square Peg,Bromsgrove,GB,Bromsgrove Bus Station,National Express,01:17,,,bus,40.0,Very High (36+)
The Square Peg,GB,The Square Peg,,GB,Bus Station,National Express,01:06,,,bus,40.0,Very High (36+)
The Square Peg,GB,The Square Peg,Churchill Parade,GB,Churchill Parade,National Express,00:43,,,bus,119.0,Very High (36+)
The Square Peg,GB,The Square Peg,Gracechurch Centre,GB,Gracechurch Centre,National Express,00:25,,,bus,42.0,Very High (36+)
The Square Peg,GB,The Square Peg,Leach Green Lane,GB,Leach Green Lane,National Express,00:51,,,bus,29.0,High (26-35)
The Square Peg,GB,The Square Peg,Merry Hill,GB,Merry Hill Bus Station,National Express,01:16,,,bus,18.0,Average (16-25)
The Square Peg,GB,The Square Peg,Roughley Farm,GB,Roughley Farm,National Express,00:43,,,bus,79.0,Very High (36+)
The Square Peg,GB,The Square Peg,Six Ways Island,GB,Six Ways Island,National Express,00:14,,,bus,1.0,Very Low (0-5)
The Square Peg,GB,The Square Peg,Sutton Library,GB,Sutton Library,National Express,00:40,,,bus,117.0,Very High (36+)
The Square Peg,GB,The Square Peg,University,GB,University Station,National Express,00:26,,,bus,4.0,Very Low (0-5)
The Star Inn,GB,The Star Inn,Birmingham Coach,GB,Birmingham Coach Station,National Express,09:48,,,bus,4.0,Very Low (0-5)
The Star Inn,GB,The Star Inn,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,08:20,,,bus,2.0,Very Low (0-5)
Thomas Lane St,GB,Thomas Lane St,Pool Meadow,GB,Pool Meadow Bus Station,National Express,00:18,,,bus,48.0,Very High (36+)
Three Tuns Lane,GB,Three Tuns Lane,Compton Park Schools,GB,Compton Park Schools,National Express,00:29,,,bus,2.0,Very Low (0-5)
Tile Hill Library,GB,Tile Hill Library,Pool Meadow,GB,Pool Meadow Bus Station,National Express,00:21,,,bus,2.0,Very Low (0-5)
Tintern Crescent,GB,Tintern Crescent,Walsall,GB,Walsall Bus Station,National Express,00:22,,,bus,144.0,Very High (36+)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Ber Street,GB,Ber Street,National Express,04:00,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,,FR,Bus Station,National Express,02:10,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,,GB,Bus Station,National Express,03:55,,,bus,2.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Dyer Street,GB,Dyer Street,National Express,04:30,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Liverpool ONE,GB,Liverpool ONE Bus Station,National Express,05:40,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Old Steine,FR,Old Steine,National Express,02:20,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Seldown Coach,FR,Seldown Coach Station,National Express,03:30,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,St Margaret's,GB,St Margaret's Bus Station,National Express,03:00,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Swansea Stand B,GB,Swansea Bus Station Stand B,National Express,04:35,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,The Hard Interchange,FR,The Hard Interchange,National Express,03:40,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Transport Hub,GB,Transport Hub,National Express,03:10,,,bus,1.0,Very Low (0-5)
Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,Wolverhampton,GB,Wolverhampton Bus Station,National Express,03:55,,,bus,1.0,Very Low (0-5)
Tower St,GB,Tower St,Moog,GB,Moog,National Express,00:20,,,bus,1.0,Very Low (0-5)
Tower St,GB,Tower St,Stafford Rd,GB,Stafford Rd,National Express,00:20,,,bus,6.0,Low (6-15)
Town Bridge,GB,Town Bridge,,GB,Bus Station,National Express,00:51,,,bus,3.0,Very Low (0-5)
Town Bridge,GB,Town Bridge,Swansea Stand A,GB,Swansea Bus Station Stand A,National Express,03:12,,,bus,2.0,Very Low (0-5)
Town Hall,GB,Town Hall,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,04:07,,,bus,4.0,Very Low (0-5)
Transport Hub,GB,Transport Hub,Beeches Car Park,GB,Beeches Car Park,National Express,01:12,,,bus,18.0,Average (16-25)
Transport Hub,GB,Transport Hub,Birmingham Coach,GB,Birmingham Coach Station,National Express,01:45,,,bus,8.0,Low (6-15)
Transport Hub,GB,Transport Hub,,GB,Bus Station,National Express,01:30,,,bus,2.0,Very Low (0-5)
Transport Hub,GB,Transport Hub,Dark Lane,GB,Dark Lane,National Express,00:27,,,bus,5.0,Very Low (0-5)
Transport Hub,GB,Transport Hub,Fleming Way,GB,Fleming Way,National Express,01:30,,,bus,2.0,Very Low (0-5)
Transport Hub,GB,Transport Hub,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,03:46,,,bus,38.0,Very High (36+)
Transport Hub,GB,Transport Hub,Royal Well,GB,Royal Well Bus Station,National Express,00:32,,,bus,5.0,Very Low (0-5)
Transport Hub,GB,Transport Hub,Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,National Express,03:00,,,bus,1.0,Very Low (0-5)
Transport Hub,GB,Transport Hub,Victoria Coach,GB,Victoria Coach Station,National Express,04:00,,,bus,2.0,Very Low (0-5)
Transport Hub,GB,Transport Hub,Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,National Express,02:50,,,bus,4.0,Very Low (0-5)
Transport Museum,GB,Transport Museum,SEGRO Park DHL,GB,SEGRO Park DHL,National Express,00:40,,,bus,102.0,Very High (36+)
Transport Museum,GB,Transport Museum,Somers Road,GB,Somers Road,National Express,00:21,,,bus,155.0,Very High (36+)
Transport Museum,GB,Transport Museum,St Bernards Walk,GB,St Bernards Walk,National Express,00:28,,,bus,71.0,Very High (36+)
Transport Museum,GB,Transport Museum,Wheelwright Lane,GB,Wheelwright Lane,National Express,00:22,,,bus,152.0,Very High (36+)
Trevor Close,GB,Trevor Close,Pool Meadow,GB,Pool Meadow Bus Station,National Express,00:30,,,bus,117.0,Very High (36+)
Trinity Theatre,FR,Trinity Theatre,Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,National Express,03:25,,,bus,2.0,Very Low (0-5)
Trumpington Park-and-Ride,GB,Trumpington Park-and-Ride,Interchange,GB,Bus Interchange,National Express,01:33,,,bus,12.0,Low (6-15)
Trumpington Park-and-Ride,GB,Trumpington Park-and-Ride,Market Gates,GB,Market Gates,National Express,03:05,,,bus,4.0,Very Low (0-5)
Tudor Grange Academy,GB,Tudor Grange Academy,Croft Rd,GB,Croft Rd,National Express,00:18,,,bus,2.0,Very Low (0-5)
University Campus Penglais,GB,University Campus Penglais,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,08:10,,,bus,1.0,Very Low (0-5)
University Interchange,GB,University Interchange,Crown Hotel,GB,Crown Hotel,National Express,00:37,,,bus,1.0,Very Low (0-5)
University Interchange,GB,University Interchange,Earlsdon Library,GB,Earlsdon Library,National Express,00:19,,,bus,8.0,Low (6-15)
University Interchange,GB,University Interchange,Horticultural Research International,GB,Horticultural Research International,National Express,00:55,,,bus,1.0,Very Low (0-5)
University Interchange,GB,University Interchange,Pool Meadow,GB,Pool Meadow Bus Station,National Express,00:29,,,bus,180.0,Very High (36+)
University,GB,University Station,Bromsgrove,GB,Bromsgrove Bus Station,National Express,00:48,,,bus,1.0,Very Low (0-5)
University,GB,University Station,The Square Peg,GB,The Square Peg,National Express,00:27,,,bus,2.0,Very Low (0-5)
University,GB,University Station,West Bromwich,GB,West Bromwich Bus Station,National Express,00:32,,,bus,5.0,Very Low (0-5)
University of Wolverhampton,GB,University of Wolverhampton,Castlecroft Road,GB,Castlecroft Road,National Express,00:14,,,bus,4.0,Very Low (0-5)
University of Wolverhampton,GB,University of Wolverhampton,Police,GB,Police Station,National Express,00:30,,,bus,1.0,Very Low (0-5)
University of Wolverhampton,GB,University of Wolverhampton,Spring Hill Lane,GB,Spring Hill Lane,National Express,00:14,,,bus,12.0,Low (6-15)
University of Wolverhampton,GB,University of Wolverhampton,University of Wolverhampton,GB,University of Wolverhampton,National Express,00:56,,,bus,40.0,Very High (36+)
Upper Parade,GB,Upper Parade,Hilltop Park,GB,Hilltop Park,National Express,00:43,,,bus,1.0,Very Low (0-5)
Upton Green,GB,Upton Green,Wolverhampton,GB,Wolverhampton Bus Station,National Express,00:36,,,bus,234.0,Very High (36+)
Varsity Drive,GB,Varsity Drive,Bampfylde Street,FR,Bampfylde Street,National Express,04:40,,,bus,3.0,Very Low (0-5)
Varsity Drive,GB,Varsity Drive,Bournemouth,FR,Bournemouth Station,National Express,02:30,,,bus,4.0,Very Low (0-5)
Varsity Drive,GB,Varsity Drive,Broad Marsh,GB,Broad Marsh Bus Station,National Express,03:40,,,bus,4.0,Very Low (0-5)
Varsity Drive,GB,Varsity Drive,,GB,Bus Station,National Express,03:30,,,bus,4.0,Very Low (0-5)
Varsity Drive,GB,Varsity Drive,Queensgate Stn,GB,Queensgate Bus Stn,National Express,03:05,,,bus,3.0,Very Low (0-5)
Varsity Drive,GB,Varsity Drive,The Hard Interchange,FR,The Hard Interchange,National Express,02:40,,,bus,4.0,Very Low (0-5)
Varsity Drive,GB,Varsity Drive,Wolverhampton,GB,Wolverhampton Bus Station,National Express,03:55,,,bus,4.0,Very Low (0-5)
Varsity Drive,GB,Varsity Drive,Worcester,GB,Worcester Bus Station,National Express,04:15,,,bus,4.0,Very Low (0-5)
Vernon Avenue,GB,Vernon Avenue,Pool Meadow,GB,Pool Meadow Bus Station,National Express,01:27,,,bus,2.0,Very Low (0-5)
Victoria Ave,GB,Victoria Ave,Lower Farm,GB,Lower Farm,National Express,00:06,,,bus,2.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Admissions Building,GB,Admissions Building,National Express,03:37,,,bus,2.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Airport,GB,Airport Bus Station,National Express,01:24,,,bus,91.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,Birmingham Coach,GB,Birmingham Coach Station,National Express,03:15,,,bus,41.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,Bournemouth,FR,Bournemouth Station,National Express,02:51,,,bus,9.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Broad Marsh,GB,Broad Marsh Bus Station,National Express,03:29,,,bus,35.0,High (26-35)
Victoria Coach,GB,Victoria Coach Station,Buchanan,GB,Buchanan Bus Station,National Express,10:37,,,bus,7.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,,FR,Bus Station,National Express,03:07,,,bus,46.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,,GB,Bus Station,National Express,04:17,,,bus,137.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,Cardinal Park Cinema,GB,Cardinal Park Cinema,National Express,02:55,,,bus,2.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Cheltenham Racecourse (Gloucs Warwicks Railway),GB,Cheltenham Racecourse (Gloucs Warwicks Railway),National Express,03:03,,,bus,7.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Clifton Road,GB,Clifton Road,National Express,03:41,,,bus,3.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Coach Park,GB,Coach Park,National Express,04:15,,,bus,3.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Coach,FR,Coach Station,National Express,02:52,,,bus,45.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,Coach,GB,Coach Station,National Express,02:06,,,bus,73.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,Coronation Road opp Town Mill,FR,Coronation Road opp Town Mill,National Express,06:15,,,bus,13.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Country,GB,Country Bus Station,National Express,04:14,,,bus,10.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Croft Street Schools,GB,Croft Street Schools,National Express,06:51,,,bus,7.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Dyer Street,GB,Dyer Street,National Express,04:32,,,bus,5.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Fleming Way,GB,Fleming Way,National Express,02:32,,,bus,12.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Halifax,GB,Halifax Bus Station,National Express,06:25,,,bus,1.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Harbour,GB,Harbour,National Express,03:34,,,bus,31.0,High (26-35)
Victoria Coach,GB,Victoria Coach Station,Hatherton Rd,GB,Hatherton Rd,National Express,03:29,,,bus,3.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Heathrow,GB,Heathrow Central Bus Station,National Express,01:15,,,bus,1.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Heathrow 4,GB,Heathrow Terminal 4,National Express,01:20,,,bus,39.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,Huddersfield,GB,Huddersfield Bus Station,National Express,06:36,,,bus,2.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Hull Interchange,GB,Hull Interchange,National Express,06:07,,,bus,5.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Hull Truck Theatre,GB,Hull Truck Theatre,National Express,06:36,,,bus,3.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Interchange,GB,Interchange,National Express,03:43,,,bus,4.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Liverpool ONE,GB,Liverpool ONE Bus Station,National Express,06:17,,,bus,25.0,Average (16-25)
Victoria Coach,GB,Victoria Coach Station,Llanelli Stand 2,GB,Llanelli Bus Station Stand 2,National Express,05:53,,,bus,4.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Manchester Central Coach,GB,Manchester Central Coach Station,National Express,05:13,,,bus,29.0,High (26-35)
Victoria Coach,GB,Victoria Coach Station,Mansfield,GB,Mansfield Bus Station,National Express,04:02,,,bus,4.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Marine Parade,FR,Marine Parade,National Express,03:12,,,bus,18.0,Average (16-25)
Victoria Coach,GB,Victoria Coach Station,Market Gates,GB,Market Gates,National Express,04:29,,,bus,9.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Marks and Spencer,FR,Marks and Spencer,National Express,04:38,,,bus,6.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Mill Stream Approach,FR,Mill Stream Approach,National Express,03:50,,,bus,5.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Milton Keynes Coachway,GB,Milton Keynes Coachway,National Express,01:45,,,bus,1.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,National Express Coach Facility,GB,National Express Coach Facility,National Express,07:50,,,bus,2.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Nelson Street N2,GB,Nelson Street N2,National Express,05:35,,,bus,12.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Newcastle Coach,GB,Newcastle Coach Station,National Express,07:40,,,bus,15.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Old Steine,FR,Old Steine,National Express,02:57,,,bus,35.0,High (26-35)
Victoria Coach,GB,Victoria Coach Station,Parkside,GB,Parkside,National Express,02:15,,,bus,4.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Pencester Road,FR,Pencester Road,National Express,03:33,,,bus,18.0,Average (16-25)
Victoria Coach,GB,Victoria Coach Station,Plymouth Coach,FR,Plymouth Coach Station,National Express,05:47,,,bus,8.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Pool Meadow,GB,Pool Meadow Bus Station,National Express,03:10,,,bus,13.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Rochdale Interchange,GB,Rochdale Interchange,National Express,05:42,,,bus,4.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Seldown Coach,FR,Seldown Coach Station,National Express,03:24,,,bus,83.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,Sheffield Interchange/E2,GB,Sheffield Interchange/E2,National Express,04:21,,,bus,9.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Silverstone Race Circuit,GB,Silverstone Race Circuit,National Express,02:00,,,bus,6.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Sophia Gardens,GB,Sophia Gardens,National Express,03:40,,,bus,28.0,High (26-35)
Victoria Coach,GB,Victoria Coach Station,South,FR,South Terminal Bus Station,National Express,01:30,,,bus,25.0,Average (16-25)
Victoria Coach,GB,Victoria Coach Station,St Margaret's,GB,St Margaret's Bus Station,National Express,02:55,,,bus,41.0,Very High (36+)
