origin_city,origin_country,origin_station,destination_city,destination_country,destination_station,operator_name,duration,trip_count,frequency_bucket,transport_type,frequency_daily,frequency_label
Lyon (Gerland ),FR,Lyon (Gerland Bus Station),Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),FlixBus/EU,19:50,5.0,Very Low,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),FlixBus/EU,19:50,6.0,Low,,,
Rome Tiburtina,IT,Rome Tiburtina Bus station,Agrigento,IT,Agrigento,FlixBus/EU,14:50,6.0,Low,,,
Agrigento,IT,Agrigento,Rome Tiburtina,IT,Rome Tiburtina Bus station,FlixBus/EU,14:40,6.0,Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Palermo (Via Fazello),IT,Palermo (Via Fazello),FlixBus/EU,16:25,6.0,Low,,,
Palermo (Via Fazello),IT,Palermo (Via Fazello),Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,17:20,6.0,Low,,,
Palermo (Via Fazello),IT,Palermo (Via Fazello),Aosta,FR,Aosta,FlixBus/EU,25:55,10.0,Low,,,
Palermo (Via Fazello),IT,Palermo (Via Fazello),Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,22:15,1.0,Very Low,,,
Catania (Via D'Amico),IT,Catania (Via D'Amico),Aosta,FR,Aosta,FlixBus/EU,22:45,1.0,Very Low,,,
Aosta,FR,Aosta,Palermo (Via Fazello),IT,Palermo (Via Fazello),FlixBus/EU,25:45,10.0,Low,,,
Aosta,FR,Aosta,Catania (Via D'Amico),IT,Catania (Via D'Amico),FlixBus/EU,22:45,1.0,Very Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Palermo (Via Fazello),IT,Palermo (Via Fazello),FlixBus/EU,22:05,1.0,Very Low,,,
Vienna International Airport,AT,Vienna International Airport,Berlin,DE,Berlin central bus station,FlixBus/EU,09:45,10.0,Low,,,
Berlin,DE,Berlin central bus station,Vienna International Airport,AT,Vienna International Airport,FlixBus/EU,09:36,10.0,Low,,,
Vienna Central,AT,Vienna Central Station,Berlin Alexanderplatz,DE,Berlin Alexanderplatz,FlixBus/EU,09:40,11.0,Low,,,
Berlin Alexanderplatz,DE,Berlin Alexanderplatz,Vienna Central,AT,Vienna Central Station,FlixBus/EU,09:10,10.0,Low,,,
Vienna Central,AT,Vienna Central Station,Zingst Zentrum,DE,Zingst Zentrum,FlixBus/EU,13:40,3.0,Very Low,,,
Berlin Alexanderplatz,DE,Berlin Alexanderplatz,Zingst Zentrum,DE,Zingst Zentrum,FlixBus/EU,04:10,2.0,Very Low,,,
Zingst Zentrum,DE,Zingst Zentrum,Berlin Alexanderplatz,DE,Berlin Alexanderplatz,FlixBus/EU,04:20,3.0,Very Low,,,
Hamburg,DE,Hamburg central bus station,Arlanda Airport 2 & 3,SE,Arlanda Airport Terminal 2 & 3,FlixBus/EU,16:25,6.0,Low,,,
Arlanda Airport 4 & 5,SE,Arlanda Airport Terminal 4 & 5,Hamburg,DE,Hamburg central bus station,FlixBus/EU,16:05,6.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Vienna Erdberg (Busterminal VIB),AT,Vienna Erdberg (Busterminal VIB),FlixBus/EU,16:25,20.0,Average,,,
Trnava (),HU,Trnava (bus station),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,19:05,10.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Trnava (),HU,Trnava (bus station),FlixBus/EU,19:10,10.0,Low,,,
Oslo (Busterminalen Galleriet),NO,Oslo (Busterminalen Galleriet),Hamburg,DE,Hamburg central bus station,FlixBus/EU,14:20,6.0,Low,,,
Hamburg,DE,Hamburg central bus station,Oslo (Busterminalen Galleriet),NO,Oslo (Busterminalen Galleriet),FlixBus/EU,15:00,6.0,Low,,,
Passau central train,DE,Passau central train station,Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,12:55,2.0,Very Low,,,
Vienna Erdberg (Busterminal VIB),AT,Vienna Erdberg (Busterminal VIB),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,16:55,20.0,Average,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Passau central train,DE,Passau central train station,FlixBus/EU,12:30,2.0,Very Low,,,
Passau central train,DE,Passau central train station,Vienna Erdberg (Busterminal VIB),AT,Vienna Erdberg (Busterminal VIB),FlixBus/EU,03:45,2.0,Very Low,,,
Trnava (),HU,Trnava (bus station),Cologne Airport CGN ( 2),FR,Cologne Airport CGN (Terminal 2),FlixBus/EU,15:00,3.0,Very Low,,,
Vienna Erdberg (Busterminal VIB),AT,Vienna Erdberg (Busterminal VIB),Passau central train,DE,Passau central train station,FlixBus/EU,03:50,2.0,Very Low,,,
Hamburg,DE,Hamburg central bus station,Brunswick central,DE,Brunswick central station,FlixBus/EU,03:20,5.0,Very Low,,,
Budapest Airport,HU,Budapest Airport,Hamburg,DE,Hamburg central bus station,FlixBus/EU,19:20,4.0,Very Low,,,
Vienna International Airport,AT,Vienna International Airport,Hamburg,DE,Hamburg central bus station,FlixBus/EU,15:35,7.0,Low,,,
Hamburg,DE,Hamburg central bus station,Budapest Airport,HU,Budapest Airport,FlixBus/EU,18:45,4.0,Very Low,,,
Hamburg,DE,Hamburg central bus station,Vienna International Airport,AT,Vienna International Airport,FlixBus/EU,15:15,7.0,Low,,,
Brunswick central,DE,Brunswick central station,Hamburg,DE,Hamburg central bus station,FlixBus/EU,03:25,5.0,Very Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,13:10,12.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,12:45,12.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Amsterdam Schiphol Airport,NL,Amsterdam Schiphol Airport,FlixBus/EU,16:10,6.0,Low,,,
Amsterdam Schiphol Airport,NL,Amsterdam Schiphol Airport,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,15:55,6.0,Low,,,
Hamburg,DE,Hamburg central bus station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,09:10,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Hamburg,DE,Hamburg central bus station,FlixBus/EU,09:05,6.0,Low,,,
Bruges (Station Brugge),FR,Bruges (Station Brugge),Brest,FR,Brest,FlixBus/EU,14:55,10.0,Low,,,
Brest,FR,Brest,Bruges (Station Brugge),FR,Bruges (Station Brugge),FlixBus/EU,14:20,10.0,Low,,,
Bilbao (),ES,Bilbao (Bus Station),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,13:30,11.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Bilbao (),ES,Bilbao (Bus Station),FlixBus/EU,13:10,10.0,Low,,,
Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),Paris Charles de Gaulle Airport (Central ),FR,Paris Charles de Gaulle Airport (Central Bus Station),FlixBus/EU,10:45,6.0,Low,,,
Paris Charles de Gaulle Airport (Central ),FR,Paris Charles de Gaulle Airport (Central Bus Station),Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),FlixBus/EU,10:50,6.0,Low,,,
Geneva (central ),FR,Geneva (central bus station),Bordeaux (Saint-Jean - Paludate),FR,Bordeaux (Saint-Jean - Paludate),FlixBus/EU,13:10,10.0,Low,,,
Bordeaux (Saint-Jean - Paludate),FR,Bordeaux (Saint-Jean - Paludate),Geneva (central ),FR,Geneva (central bus station),FlixBus/EU,13:15,10.0,Low,,,
Barcelona (Sants),ES,Barcelona (Sants),Paris (Pershing - Porte Maillot),FR,Paris (Pershing - Porte Maillot),FlixBus/EU,15:25,5.0,Very Low,,,
Paris (Pershing - Porte Maillot),FR,Paris (Pershing - Porte Maillot),Barcelona (Sants),ES,Barcelona (Sants),FlixBus/EU,15:15,5.0,Very Low,,,
Rouen (Avenue Champlain),FR,Rouen (Avenue Champlain),Grenoble (Central ),FR,Grenoble (Central Bus Station),FlixBus/EU,10:05,11.0,Low,,,
Grenoble (Central ),FR,Grenoble (Central Bus Station),Rouen (Avenue Champlain),FR,Rouen (Avenue Champlain),FlixBus/EU,10:00,10.0,Low,,,
Essen central train station (Freiheit),DE,Essen central train station (Freiheit),Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),FlixBus/EU,20:35,6.0,Low,,,
Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),Essen central train station (Freiheit),DE,Essen central train station (Freiheit),FlixBus/EU,20:45,6.0,Low,,,
Brussels Zaventem Airport,FR,Brussels Zaventem Airport,Nantes (Central ),FR,Nantes (Central Bus Station),FlixBus/EU,10:55,5.0,Very Low,,,
Brussels Zaventem Airport,FR,Brussels Zaventem Airport,Nantes (Haluchère),FR,Nantes (Haluchère),FlixBus/EU,10:55,6.0,Low,,,
Nantes (Central ),FR,Nantes (Central Bus Station),Brussels Zaventem Airport,FR,Brussels Zaventem Airport,FlixBus/EU,11:00,5.0,Very Low,,,
Nantes (Haluchère),FR,Nantes (Haluchère),Brussels Zaventem Airport,FR,Brussels Zaventem Airport,FlixBus/EU,10:55,6.0,Low,,,
Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),Paris (Pershing - Porte Maillot),FR,Paris (Pershing - Porte Maillot),FlixBus/EU,10:10,5.0,Very Low,,,
Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,10:05,6.0,Low,,,
Hamburg,DE,Hamburg central bus station,Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,11:55,13.0,Low,,,
Paris (Pershing - Porte Maillot),FR,Paris (Pershing - Porte Maillot),Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),FlixBus/EU,10:20,5.0,Very Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),FlixBus/EU,10:20,6.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Hamburg,DE,Hamburg central bus station,FlixBus/EU,12:15,13.0,Low,,,
Bayonne (Quai de Lesseps),ES,Bayonne (Quai de Lesseps),Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,13:20,5.0,Very Low,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Bilbao (),ES,Bilbao (Bus Station),FlixBus/EU,15:50,6.0,Low,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Bayonne (Quai de Lesseps),ES,Bayonne (Quai de Lesseps),FlixBus/EU,13:10,7.0,Low,,,
Bilbao (),ES,Bilbao (Bus Station),Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,15:55,6.0,Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Bordeaux (Saint-Jean - Paludate),FR,Bordeaux (Saint-Jean - Paludate),FlixBus/EU,16:55,6.0,Low,,,
Bordeaux (Saint-Jean - Paludate),FR,Bordeaux (Saint-Jean - Paludate),Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,17:05,6.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Genoa (Fanti d'Italia/Principe ),FR,Genoa (Fanti d'Italia/Principe bus station),FlixBus/EU,16:50,10.0,Low,,,
Genoa (Fanti d'Italia/Principe ),FR,Genoa (Fanti d'Italia/Principe bus station),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,16:50,10.0,Low,,,
Marseille (Saint-Charles),FR,Marseille (Saint-Charles),Strasbourg,FR,Strasbourg,FlixBus/EU,12:25,6.0,Low,,,
Strasbourg,FR,Strasbourg,Marseille (Saint-Charles),FR,Marseille (Saint-Charles),FlixBus/EU,12:05,6.0,Low,,,
Barcelona (Airport Josep Tarradellas - El Prat - T2C),ES,Barcelona (Airport Josep Tarradellas - El Prat - T2C),Nantes (Haluchère),FR,Nantes (Haluchère),FlixBus/EU,15:15,6.0,Low,,,
Nantes (Haluchère),FR,Nantes (Haluchère),Barcelona (Airport Josep Tarradellas - El Prat - T2C),ES,Barcelona (Airport Josep Tarradellas - El Prat - T2C),FlixBus/EU,14:45,6.0,Low,,,
Brest,FR,Brest,Grenoble (Central ),FR,Grenoble (Central Bus Station),FlixBus/EU,16:25,6.0,Low,,,
Grenoble (Central ),FR,Grenoble (Central Bus Station),Brest,FR,Brest,FlixBus/EU,16:35,6.0,Low,,,
Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),Munich,DE,Munich central bus station,FlixBus/EU,22:25,6.0,Low,,,
Munich,DE,Munich central bus station,Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),FlixBus/EU,22:35,6.0,Low,,,
Venice (Tronchetto),IT,Venice (Tronchetto),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,16:40,11.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Venice (Tronchetto),IT,Venice (Tronchetto),FlixBus/EU,16:40,10.0,Low,,,
Ljubljana,IT,Ljubljana bus station,Lund (Centralen),SE,Lund (Centralen),FlixBus/EU,27:10,6.0,Low,,,
Lund (Centralen),SE,Lund (Centralen),Ljubljana,IT,Ljubljana bus station,FlixBus/EU,26:25,6.0,Low,,,
Venice (Tronchetto),IT,Venice (Tronchetto),Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),FlixBus/EU,17:55,10.0,Low,,,
Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),Venice (Tronchetto),IT,Venice (Tronchetto),FlixBus/EU,17:40,10.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),FlixBus/EU,13:45,9.0,Low,,,
Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,13:45,10.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Copenhagen Busterminal,SE,Copenhagen Busterminal,FlixBus/EU,21:20,6.0,Low,,,
Copenhagen Busterminal,SE,Copenhagen Busterminal,Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,21:15,6.0,Low,,,
Bilbao (),ES,Bilbao (Bus Station),Brussels-North train,FR,Brussels-North train station,FlixBus/EU,18:10,10.0,Low,,,
Brussels-North train,FR,Brussels-North train station,Bilbao (),ES,Bilbao (Bus Station),FlixBus/EU,18:05,10.0,Low,,,
Chambéry (Central ),FR,Chambéry (Central Bus Station),La Rochelle (Pôle d'échanges Jean Moulin),FR,La Rochelle (Pôle d'échanges Jean Moulin),FlixBus/EU,12:20,6.0,Low,,,
La Rochelle (Pôle d'échanges Jean Moulin),FR,La Rochelle (Pôle d'échanges Jean Moulin),Chambéry (Central ),FR,Chambéry (Central Bus Station),FlixBus/EU,12:10,6.0,Low,,,
Madrid (South ),ES,Madrid (South Bus Station),Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,16:40,12.0,Low,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Madrid (South ),ES,Madrid (South Bus Station),FlixBus/EU,16:40,12.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Marseille (Saint-Charles),FR,Marseille (Saint-Charles),FlixBus/EU,10:10,12.0,Low,,,
Marseille (Saint-Charles),FR,Marseille (Saint-Charles),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,10:15,12.0,Low,,,
Berlin,DE,Berlin central bus station,Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,10:00,10.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Berlin,DE,Berlin central bus station,FlixBus/EU,10:25,10.0,Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),FlixBus/EU,14:55,5.0,Very Low,,,
Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,14:45,6.0,Low,,,
Strasbourg,FR,Strasbourg,Paris Charles de Gaulle Airport (Central ),FR,Paris Charles de Gaulle Airport (Central Bus Station),FlixBus/EU,10:10,10.0,Low,,,
Paris Charles de Gaulle Airport (Central ),FR,Paris Charles de Gaulle Airport (Central Bus Station),Strasbourg,FR,Strasbourg,FlixBus/EU,10:30,10.0,Low,,,
Lyon Saint-Exupéry Airport,FR,Lyon Saint-Exupéry Airport,Dijon (),FR,Dijon (Bus Station),FlixBus/EU,03:50,4.0,Very Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Lyon Saint-Exupéry Airport,FR,Lyon Saint-Exupéry Airport,FlixBus/EU,15:10,6.0,Low,,,
Lyon Saint-Exupéry Airport,FR,Lyon Saint-Exupéry Airport,Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,14:50,6.0,Low,,,
Dijon (),FR,Dijon (Bus Station),Lyon Saint-Exupéry Airport,FR,Lyon Saint-Exupéry Airport,FlixBus/EU,03:45,2.0,Very Low,,,
Nuremberg central (Willy-Brandt-Platz),DE,Nuremberg central bus station (Willy-Brandt-Platz),Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),FlixBus/EU,11:00,10.0,Low,,,
Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),Nuremberg central (Willy-Brandt-Platz),DE,Nuremberg central bus station (Willy-Brandt-Platz),FlixBus/EU,11:40,10.0,Low,,,
Lourdes ( SNCF),ES,Lourdes (Bus Station SNCF),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,11:20,6.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Lourdes ( SNCF),ES,Lourdes (Bus Station SNCF),FlixBus/EU,11:25,6.0,Low,,,
Brussels South (Gare du Midi),FR,Brussels South (Gare du Midi),Toulon (Central ),FR,Toulon (Central Bus Station),FlixBus/EU,16:30,10.0,Low,,,
Toulon (Central ),FR,Toulon (Central Bus Station),Brussels South (Gare du Midi),FR,Brussels South (Gare du Midi),FlixBus/EU,16:35,10.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Malmö central train station FlixBus stop,SE,Malmö central train station FlixBus stop,FlixBus/EU,21:00,10.0,Low,,,
Arnhem Central Station (Sonsbeekzijde),DE,Arnhem Central Station (Sonsbeekzijde),Malmö central train station FlixBus stop,SE,Malmö central train station FlixBus stop,FlixBus/EU,12:20,1.0,Very Low,,,
Malmö central train station FlixBus stop,SE,Malmö central train station FlixBus stop,Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,20:25,7.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Arnhem Central Station (Sonsbeekzijde),DE,Arnhem Central Station (Sonsbeekzijde),FlixBus/EU,08:30,3.0,Very Low,,,
Arnhem Central Station (Sonsbeekzijde),DE,Arnhem Central Station (Sonsbeekzijde),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,08:55,3.0,Very Low,,,
Frankfurt central train,FR,Frankfurt central train station,Rome Tiburtina,IT,Rome Tiburtina Bus station,FlixBus/EU,20:05,10.0,Low,,,
Rome Tiburtina,IT,Rome Tiburtina Bus station,Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,20:55,10.0,Low,,,
Bergamo (),FR,Bergamo (Bus Station),Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),FlixBus/EU,15:55,6.0,Low,,,
Toulouse (Blagnac Airport),ES,Toulouse (Blagnac Airport),Bergamo (),FR,Bergamo (Bus Station),FlixBus/EU,15:30,6.0,Low,,,
Kortrijk (Kinepolis XPO),FR,Kortrijk (Kinepolis XPO),Chamonix,FR,Chamonix,FlixBus/EU,12:55,10.0,Low,,,
Chamonix,FR,Chamonix,Kortrijk (Kinepolis XPO),FR,Kortrijk (Kinepolis XPO),FlixBus/EU,12:55,10.0,Low,,,
Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),Brussels Zaventem Airport,FR,Brussels Zaventem Airport,FlixBus/EU,21:40,6.0,Low,,,
Brussels Zaventem Airport,FR,Brussels Zaventem Airport,Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),FlixBus/EU,21:00,6.0,Low,,,
Barcelona (Airport Josep Tarradellas - El Prat - T2C),ES,Barcelona (Airport Josep Tarradellas - El Prat - T2C),Geneva (central ),FR,Geneva (central bus station),FlixBus/EU,11:55,6.0,Low,,,
Geneva (central ),FR,Geneva (central bus station),Barcelona (Airport Josep Tarradellas - El Prat - T2C),ES,Barcelona (Airport Josep Tarradellas - El Prat - T2C),FlixBus/EU,11:50,6.0,Low,,,
Paris - Orly Airport,FR,Paris - Orly Airport,Dortmund,DE,Dortmund central bus station,FlixBus/EU,11:35,6.0,Low,,,
Dortmund,DE,Dortmund central bus station,Paris - Orly Airport,FR,Paris - Orly Airport,FlixBus/EU,11:15,11.0,Low,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Madrid Barajas Airport ( 4),ES,Madrid Barajas Airport (Terminal 4),FlixBus/EU,08:20,6.0,Low,,,
Madrid Barajas Airport ( 4),ES,Madrid Barajas Airport (Terminal 4),Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,08:20,6.0,Low,,,
Madrid Barajas Airport ( 4),ES,Madrid Barajas Airport (Terminal 4),Porto (Airport),ES,Porto (Airport),FlixBus/EU,09:05,9.0,Low,,,
Porto (Airport),ES,Porto (Airport),Madrid Barajas Airport ( 4),ES,Madrid Barajas Airport (Terminal 4),FlixBus/EU,09:05,9.0,Low,,,
Bern (Neufeld car ),FR,Bern (Neufeld car terminal),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,10:05,10.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Bern (Neufeld car ),FR,Bern (Neufeld car terminal),FlixBus/EU,09:35,10.0,Low,,,
Amsterdam Central Station ( H),NL,Amsterdam Central Station (Bus stop H),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,09:00,6.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Amsterdam Central Station (De Ruijterkade),NL,Amsterdam Central Station (De Ruijterkade),FlixBus/EU,09:35,6.0,Low,,,
Hamburg,DE,Hamburg central bus station,Mons Av. Léo Collard,FR,Mons Av. Léo Collard,FlixBus/EU,11:25,6.0,Low,,,
Mons Av. Léo Collard,FR,Mons Av. Léo Collard,Hamburg,DE,Hamburg central bus station,FlixBus/EU,12:00,6.0,Low,,,
Amsterdam Central Station ( H),NL,Amsterdam Central Station (Bus stop H),London Victoria Coach,GB,London Victoria Coach Station,FlixBus/EU,12:15,7.0,Low,,,
London Victoria Coach,GB,London Victoria Coach Station,Amsterdam Central Station (De Ruijterkade),NL,Amsterdam Central Station (De Ruijterkade),FlixBus/EU,11:25,12.0,Low,,,
Zurich,FR,Zurich Bus Station,Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,12:40,6.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Zurich,FR,Zurich Bus Station,FlixBus/EU,12:40,6.0,Low,,,
Brussels-North train,FR,Brussels-North train station,Grenoble (Central ),FR,Grenoble (Central Bus Station),FlixBus/EU,15:25,6.0,Low,,,
Grenoble (Central ),FR,Grenoble (Central Bus Station),Brussels-North train,FR,Brussels-North train station,FlixBus/EU,15:10,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Bruges (Station Brugge),FR,Bruges (Station Brugge),FlixBus/EU,17:00,12.0,Low,,,
Copenhagen Busterminal,SE,Copenhagen Busterminal,Ghent Dampoort ( parking),FR,Ghent Dampoort (Bus parking),FlixBus/EU,16:35,6.0,Low,,,
Bruges (Station Brugge),FR,Bruges (Station Brugge),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,17:05,12.0,Low,,,
Ghent Dampoort ( parking),FR,Ghent Dampoort (Bus parking),Copenhagen Busterminal,SE,Copenhagen Busterminal,FlixBus/EU,16:40,6.0,Low,,,
The Hague (Central Station),NL,The Hague (Central Station),Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,16:05,6.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),The Hague (Central Station),NL,The Hague (Central Station),FlixBus/EU,16:15,6.0,Low,,,
Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),Berlin,DE,Berlin central bus station,FlixBus/EU,10:35,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Pula,IT,Pula bus station,FlixBus/EU,15:05,7.0,Low,,,
Berlin,DE,Berlin central bus station,Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),FlixBus/EU,10:10,6.0,Low,,,
Pula,IT,Pula bus station,Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,15:25,7.0,Low,,,
Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,Prešov (),,Prešov (bus station),FlixBus/EU,20:10,10.0,Low,,,
Prešov (),,Prešov (bus station),Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,FlixBus/EU,20:35,10.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),FlixBus/EU,25:00,10.0,Low,,,
Barcelona ( Nord),ES,Barcelona (Bus Terminal Nord),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,25:50,10.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Zagreb (),IT,Zagreb (bus station),FlixBus/EU,19:55,10.0,Low,,,
